4000.000000	99.561725
3999.500000	99.551800
3999.000000	99.540864
3998.500000	99.531301
3998.000000	99.521977
3997.500000	99.512455
3997.000000	99.505478
3996.500000	99.504355
3996.000000	99.510321
3995.500000	99.523634
3995.000000	99.544105
3994.500000	99.567458
3994.000000	99.583289
3993.500000	99.581451
3993.000000	99.562350
3992.500000	99.538697
3992.000000	99.524883
3991.500000	99.525048
3991.000000	99.532055
3990.500000	99.537433
3990.000000	99.540242
3989.500000	99.545118
3989.000000	99.553037
3988.500000	99.557287
3988.000000	99.550820
3987.500000	99.536056
3987.000000	99.524317
3986.500000	99.524670
3986.000000	99.535675
3985.500000	99.548562
3985.000000	99.555880
3984.500000	99.555394
3984.000000	99.548637
3983.500000	99.539839
3983.000000	99.535465
3982.500000	99.540330
3982.000000	99.551992
3981.500000	99.560747
3981.000000	99.557415
3980.500000	99.541046
3980.000000	99.518775
3979.500000	99.499180
3979.000000	99.486546
3978.500000	99.480533
3978.000000	99.479146
3977.500000	99.480918
3977.000000	99.484817
3976.500000	99.489593
3976.000000	99.494282
3975.500000	99.498956
3975.000000	99.503855
3974.500000	99.507769
3974.000000	99.508565
3973.500000	99.505927
3973.000000	99.502273
3972.500000	99.499640
3972.000000	99.496252
3971.500000	99.487881
3971.000000	99.472901
3970.500000	99.455257
3970.000000	99.442202
3969.500000	99.439610
3969.000000	99.449220
3968.500000	99.468847
3968.000000	99.493585
3967.500000	99.516208
3967.000000	99.528003
3966.500000	99.522801
3966.000000	99.503116
3965.500000	99.481896
3965.000000	99.474441
3964.500000	99.485564
3964.000000	99.505258
3963.500000	99.518435
3963.000000	99.519225
3962.500000	99.514598
3962.000000	99.514719
3961.500000	99.521345
3961.000000	99.526367
3960.500000	99.520840
3960.000000	99.504874
3959.500000	99.489048
3959.000000	99.485854
3958.500000	99.499211
3958.000000	99.521357
3957.500000	99.539640
3957.000000	99.545886
3956.500000	99.540330
3956.000000	99.529095
3955.500000	99.519573
3955.000000	99.517090
3954.500000	99.522965
3954.000000	99.534370
3953.500000	99.546371
3953.000000	99.554789
3952.500000	99.557595
3952.000000	99.554532
3951.500000	99.546744
3951.000000	99.537056
3950.500000	99.529614
3950.000000	99.527929
3949.500000	99.532206
3949.000000	99.538407
3948.500000	99.541004
3948.000000	99.538152
3947.500000	99.534210
3947.000000	99.535569
3946.500000	99.543684
3946.000000	99.553440
3945.500000	99.559049
3945.000000	99.560084
3944.500000	99.560825
3944.000000	99.564677
