2_theta_1,intensity_1,2_theta_2,intensity_2,2_theta_3,intensity_3,material_name,material_formula
31.33,100,28.52,65,29.86,59,Eveslogite,"(Ca,K,Na,Sr,Ba)48[(Ti,Nb,Fe,Mn)12(OH)12Si48O144](F,OH,Cl)14"
31.33,100,27.08,80,44.97,80,Schapbachite,AgBiS2
31.32,100,30.63,86,33.85,86,Mottanaite-(Ce),"Ca4(Ce,Ca)2AlBe2[Si4B4O22]O2"
31.32,100,33.85,86,30.63,86,Mottanaite-(Ce),"Ca4(Ce,Ca)2AlBe2[Si4B4O22]O2"
31.32,100,29.99,81,20.59,69,Feklichevite,"Na11Ca9(Fe+++,Fe++)2Zr3Nb[Si25O73](OH,H2O,Cl,O)5"
31.32,100,28.93,90,30.53,65,Fukalite,"Ca4Si2O6(CO3)(OH,F)2"
31.30,100,36.27,50,62.12,32,Lead,Pb
31.30,100,19.38,55,9.65,55,Hopeite,Zn3(PO4)2•4(H2O)
31.30,100,9.65,55,19.38,55,Hopeite,Zn3(PO4)2•4(H2O)
31.29,100,29.55,100,8.74,85,Iquiqueite,K3Na4Mg(Cr++++++O4)B24O39(OH)•12(H2O)
31.29,100,26.77,16,26.06,10,Teallite,PbSnS2
31.28,100,30.34,100,19.17,100,Thomsonite-Ca,NaCa2Al5Si5O20•6(H2O)
31.28,100,24.08,85,17.53,75,Malachite,Cu2(CO3)(OH)2
31.28,100,19.17,100,30.34,100,Thomsonite-Ca,NaCa2Al5Si5O20•6(H2O)
31.27,100,51.85,27,28.98,24,Melilite,"(Ca,Na)2(Al,Mg,Fe++)(Si,Al)2O7"
31.27,100,62.30,80,52.36,80,Murataite,"(Y,Na)6(Zn,Fe+++)5(Ti,Nb)12O29(O,F)14"
31.27,100,41.34,90,57.48,70,Ferroskutterudite,"(Fe,Co)As3"
31.27,100,52.36,80,62.30,80,Murataite,"(Y,Na)6(Zn,Fe+++)5(Ti,Nb)12O29(O,F)14"
31.27,100,57.48,90,49.81,70,Ferroskutterudite,"(Fe,Co)As3"
31.26,100,36.56,32,29.01,25,Alumoakermanite,"(Ca,Na)2(Al,Mg,Fe++)(Si2O7)"
31.26,100,31.85,70,27.56,30,Normandite,"NaCa(Mn++,Fe++)(Ti,Nb,Zr)Si2O7(O,F)2"
31.25,100,111.30,80,44.83,80,Kieftite,CoSb3
31.25,100,59.22,90,27.33,80,Turtmannite,"(Mn,Mg)25.5[(V,As)O4]3(SiO4)3[AsO3]xO5-5x(OH)20+x"
31.25,100,56.78,90,23.58,80,Perite,PbBiO2Cl
31.25,100,54.94,80,38.10,70,Siegenite,"(Ni,Co)3S4"
31.25,100,54.79,80,49.93,60,Carrollite,"Cu(Co,Ni)2S4"
31.25,100,46.03,40,44.14,40,Breithauptite,NiSb
31.25,100,45.07,60,50.37,30,Rhodplumsite,Pb2Rh3S2
31.25,100,44.60,80,25.96,70,Incaite,Pb4Sn4FeSb2S15
31.25,100,38.44,90,22.09,70,Parkerite,"Ni3(Bi,Pb)2S2"
31.25,100,33.93,30,30.48,30,Braggite,"(Pt,Pd,Ni)S"
31.25,100,32.53,60,25.50,50,Fermorite,"(Ca,Sr)5(AsO4,PO4)3(OH)"
31.25,100,30.70,100,34.33,80,Vysotskite,"(Pd,Ni)S"
31.25,100,30.48,100,42.19,90,Tyretskite,Ca2B5O9(OH)•(H2O)
31.25,100,30.27,100,51.78,80,Nordite-(La),"(Na,Mn)3(Sr,Ca)(La,Ce)(Zn,Mg)Si6O17"
31.25,100,30.17,90,29.16,90,Latiumite,"(Ca,K)8(Al,Mg,Fe)(Si,Al)10O25(SO4)"
31.25,100,29.96,100,25.96,90,Taseqite,"Na12Sr3Ca6Fe3Zr3NbSi25O73(O,OH,H2O)3Cl2"
31.25,100,29.55,30,95.09,20,Butschliite,K2Ca(CO3)2
31.25,100,29.45,90,27.86,70,Zwieselite,"(Fe++,Mn)2(PO4)F"
31.25,100,28.22,75,9.28,60,Syngenite,K2Ca(SO4)2•(H2O)
31.25,100,27.95,60,34.55,50,Ferromerrillite,Ca9NaFe(PO4)7
31.25,100,25.43,90,32.96,70,Graftonite,"(Fe++,Mn,Ca)3(PO4)2"
31.25,100,15.29,70,20.40,50,Mesolite,Na2Ca2Al6Si9O30•8(H2O)
31.25,100,9.50,80,17.80,50,Keckite,"Ca(Mn,Zn)2Fe+++3(PO4)4(OH)3•2(H2O)"
31.25,100,9.46,70,17.72,60,Wilhelmvierlingite,CaMn++Fe+++(PO4)2(OH)•2(H2O)
31.25,100,4.71,100,9.85,90,Strashimirite,Cu8(AsO4)4(OH)4•5(H2O)
31.25,100,44.83,80,111.30,80,Kieftite,CoSb3
31.25,100,44.14,40,46.03,40,Breithauptite,NiSb
31.25,100,30.48,30,33.93,30,Braggite,"(Pt,Pd,Ni)S"
31.25,100,29.16,90,30.17,90,Latiumite,"(Ca,K)8(Al,Mg,Fe)(Si,Al)10O25(SO4)"
31.25,100,50.37,60,36.80,30,Rhodplumsite,Pb2Rh3S2
31.25,100,25.96,100,9.29,90,Taseqite,"Na12Sr3Ca6Fe3Zr3NbSi25O73(O,OH,H2O)3Cl2"
31.25,100,95.09,30,57.01,20,Butschliite,K2Ca(CO3)2
31.25,100,33.27,100,30.17,100,Thomsonite-Sr,"(Sr,Ca)2Na[Al5Si5O20]•7(H2O)"
31.25,100,32.65,100,30.81,100,Kentrolite,Pb2Mn+++2Si2O9
31.24,100,25.79,90,24.86,58,IMA2008-058,Ag5Bi13S22
31.23,100,28.99,80,46.21,50,Monazite-(Ce),"(Ce,La,Nd,Th)PO4"
31.22,100,37.64,50,33.76,50,Samfowlerite,"Ca14Mn++3Zn2(Be,Zn)2Be6(SiO4)6(Si2O7)4(OH,F)6"
31.22,100,25.50,100,33.05,60,Beusite,"(Mn++,Fe++,Ca,Mg)3(PO4)2"
31.22,100,44.76,100,25.21,50,Mummeite,Cu0.58Ag3.11Pb1.10Bi6.65S13
31.22,100,33.76,50,37.64,50,Samfowlerite,"Ca14Mn++3Zn2(Be,Zn)2Be6(SiO4)6(Si2O7)4(OH,F)6"
31.18,100,26.32,75,31.58,72,Loveringite,"(Ca,Ce)(Ti,Fe+++,Cr,Mg)21O38"
31.17,100,27.39,95,11.08,90,Beryl,Be3Al2Si6O18
31.17,100,23.80,96,26.61,84,IMA2008-053,Cu7Pb27Bi25S68
31.17,100,20.23,50,13.51,50,Tetranatrolite,Na2[Al2Si3O10]•2(H2O)
31.17,100,13.51,50,20.23,50,Tetranatrolite,Na2[Al2Si3O10]•2(H2O)
31.16,100,44.60,90,38.35,75,Elpasolite,K2NaAlF6
31.16,100,28.92,60,23.96,50,Hardystonite,Ca2ZnSi2O7
31.15,100,30.12,80,7.47,55,Hodgkinsonite,MnZn2SiO4(OH)2
31.15,100,52.45,100,33.78,70,Sonolite,"Mn9(SiO4)4(OH,F)2"
31.14,100,52.55,100,26.91,100,Hollingworthite,"(Rh,Pt,Pd)AsS"
31.14,100,52.55,100,26.83,100,Irarsite,"(Ir,Ru,Rh,Pt)AsS"
31.14,100,28.87,30,51.91,30,Akermanite,Ca2MgSi2O7
31.14,100,45.35,80,47.83,80,Belovite-(Ce),"(Sr,Ce,Na,Ca)5(PO4)3(OH)"
31.14,100,22.78,100,24.37,100,Sahamalite-(Ce),"(Mg,Fe++)Ce2(CO3)4"
31.14,100,51.91,30,28.87,30,Akermanite,Ca2MgSi2O7
31.14,100,47.83,80,45.35,80,Belovite-(Ce),"(Sr,Ce,Na,Ca)5(PO4)3(OH)"
31.14,100,33.41,60,28.49,40,Paakkonenite,Sb2AsS2
31.14,100,33.33,50,29.45,30,Caryinite,"(Na,Pb)(Ca,Na)(Ca,Mn++)(Mn++,Mg)2(AsO4)3"
31.14,100,29.76,90,27.16,45,Hiortdahlite,"(Ca,Na,Y)3(Zr,Ti)Si2O7(F,O,OH)2"
31.14,100,29.26,90,27.33,70,Triplite,"(Mn,Fe++,Mg,Ca)2(PO4)(F,OH)"
31.14,100,28.87,100,21.14,70,Steenstrupine-(Ce),"Na14Ce6Mn++Mn+++Fe++2(Zr,Th)(Si6O18)2(PO4)7•3(H2O)"
31.14,100,24.37,100,22.78,100,Sahamalite-(Ce),"(Mg,Fe++)Ce2(CO3)4"
31.14,100,24.03,70,34.13,60,Antimonselite,Sb2Se3
31.11,100,31.60,78,8.53,69,Chloroxiphite,Pb3CuCl2(OH)2O2
31.11,100,27.90,70,29.94,60,Bustamite,"(Mn,Ca)3Si3O9"
31.11,100,7.67,100,29.11,47,Tuscanite,"K(Ca,Na)6(Si,Al)10O22(SO4,CO3,(OH)2)•(H2O)"
31.11,100,32.62,100,16.07,80,Gianellaite,Hg4(SO4)N2
31.10,100,32.32,100,20.88,100,Vuonnemite,Na11Nb2TiSi4O12(PO4)2O5F2
31.09,100,40.91,90,20.69,90,Papagoite,CaCuAlSi2O6(OH)3
31.09,100,20.69,90,40.91,90,Papagoite,CaCuAlSi2O6(OH)3
31.08,100,42.38,100,26.27,100,Crichtonite,"(Sr,La,Ce,Y)(Ti,Fe+++,Mn)21O38"
31.07,100,43.74,60,20.45,40,Coiraite,"(Pb,Sn)12.5As3Sn5FeS28"
31.06,100,22.35,28,48.43,26,IMA2008-068,Ca2Pb3(PO4)3F
31.04,100,27.39,90,16.43,80,Cervandonite-(Ce),"(Ce,Nd,La)(Fe+++,Fe++,Ti++++,Al)3(SiO7)1-x+y(AsO3)1+x-y(OH)3x-3y"
31.04,100,26.53,60,28.52,50,Iltisite,"HgSAg(Cl,Br)"
31.04,100,24.96,70,18.16,40,Bastnasite-(Ce),Ce(CO3)F
31.03,100,44.14,90,26.35,90,Bursaite,Pb5Bi4S11
31.03,100,33.13,80,33.98,70,Quadruphite-VIII,Na14CaMgTi4(Si2O7)2(PO4)4O4F2
31.03,100,33.13,80,33.98,70,Quadruphite-VII,Na14CaMgTi4[Si2O7]2(PO4)4O4F2
31.03,100,31.62,83,44.62,64,Hilgardite,Ca2B5O9Cl•(H2O)
31.03,100,30.38,100,25.80,90,Potosiite,Pb6Sn2FeSb2S14
31.03,100,30.27,80,32.17,40,Iimoriite-(Y),Y2(SiO4)(CO3)
31.03,100,29.96,95,28.13,60,Clinoenstatite,Mg2Si2O6
31.03,100,29.96,100,26.91,100,Fornacite,Pb2Cu(CrO4)(AsO4)(OH)
31.03,70,28.77,70,27.08,60,Karnasurtite-(Ce),"(Ce,La,Th)(Ti,Nb)(Al,Fe+++)(Si,P)2O7(OH)4•3(H2O) (?)"
31.03,100,28.04,90,46.11,80,Klockmannite,CuSe
31.03,100,27.59,100,34.47,80,Arsendescloizite,PbZn(AsO4)(OH)
31.03,100,24.99,70,18.16,40,Bastnasite-(La),La(CO3)F
31.03,100,23.08,100,15.45,50,Cylindrite,Pb3Sn4FeSb2S14
31.03,100,18.43,90,34.47,80,Gadolinite-(Ce),"(Ce,La,Nd,Y)2Fe++Be2Si2O10"
31.03,100,26.35,90,44.14,90,Bursaite,Pb5Bi4S11
31.03,100,26.91,100,29.96,100,Fornacite,Pb2Cu(CrO4)(AsO4)(OH)
31.03,100,34.06,100,38.70,100,Makinenite,NiSe
31.03,100,25.80,100,20.54,90,Potosiite,Pb6Sn2FeSb2S14
31.03,100,34.33,100,21.39,75,Tangeite,CaCu(VO4)(OH)
31.02,100,29.47,100,27.96,58,Rustumite,Ca10(Si2O7)2(SiO4)Cl2(OH)2
31.00,100,27.97,90,21.79,80,Almarudite,"K([ ],Na)2(Mn,Fe,Mg)2(Be,Al)3[Si12O30]"
31.00,100,15.26,71,14.56,50,Perhamite,Ca3Al7(SiO4)3(PO4)4(OH)3•16.5(H2O)
31.00,100,15.13,100,13.42,90,Scolecite,CaAl2Si3O10•3(H2O)
30.99,100,51.13,60,41.17,50,Dolomite,CaMg(CO3)2
30.99,100,30.41,50,27.65,46,Viitaniemiite,"Na(Ca,Mn++)Al(PO4)(F,OH)3"
30.98,100,31.63,90,15.34,70,Sverigeite,NaMnMgSn++++Be2Si3O12(OH)
30.98,100,30.84,100,24.78,87,Belovite-(La),"(Sr,La,Ce,Ca)5(PO4)3(F,OH)"
30.97,100,28.37,90,33.47,90,Tedhadleyite,Hg++Hg+10O4I2(Cl1.16Br0.84)2
30.97,100,33.47,90,28.37,90,Tedhadleyite,Hg++Hg+10O4I2(Cl1.16Br0.84)2
30.96,100,44.35,55,55.04,16,Bromargyrite,AgBr
30.95,100,44.35,70,25.92,70,Wittite,"Pb3Bi4(S,Se)9"
30.95,100,30.58,100,18.87,100,Larderellite,(NH4)B5O6(OH)4
30.95,100,25.92,70,44.35,70,Wittite,"Pb3Bi4(S,Se)9"
30.95,100,18.87,100,30.58,100,Larderellite,(NH4)B5O6(OH)4
30.94,100,30.94,84,28.10,48,Selenopolybasite,"[(Ag,Cu)6(Sb,As)2(S,Se)7][Ag9Cu(S,Se)2Se2]"
30.94,100,29.57,84,30.94,48,Selenopolybasite,"[(Ag,Cu)6(Sb,As)2(S,Se)7][Ag9Cu(S,Se)2Se2]"
30.94,100,7.40,90,30.09,50,Lalondeite,"(Na,Ca)6(Ca,Na)3Si16O38(F,OH)2•3(H2O)"
30.92,100,26.10,90,27.04,88,Heteromorphite,Pb7Sb8S19
30.92,100,64.18,70,39.86,70,Mongshanite,"(Mg,Cr,Fe++)2(Ti,Zr)5O12"
30.92,100,57.99,90,52.81,90,Kettnerite,CaBi(CO3)OF
30.92,100,51.41,80,61.16,70,Kobeite-(Y),"(Y,U)(Ti,Nb)2(O,OH)6 (?)"
30.92,100,51.01,40,50.49,33,Minrecordite,CaZn(CO3)2
30.92,100,46.71,90,34.06,90,Padmaite,PdBiSe
30.92,100,42.84,80,45.55,70,Hexatestibiopanickelite,"(Ni,Pd)(Te,Sb)"
30.92,100,35.60,90,29.16,80,Lammerite,"Cu3[(As,P)O4]2"
30.92,100,33.41,95,29.06,90,Kilchoanite,Ca3Si2O7
30.92,100,32.17,70,28.15,70,Apatite-(SrOH),"(Sr,Ca)5(PO4)3(F,OH)"
30.92,100,32.05,80,34.60,70,Clinozoisite,Ca2Al3(SiO4)3(OH) = Ca2AlAl2(SiO4)(Si2O7)O(OH)
30.92,100,31.82,90,27.68,50,Lavenite,"(Na,Ca)2(Mn,Fe++)(Zr,Ti,Nb)Si2O7(O,OH,F)"
30.92,100,29.86,100,39.26,80,Alunite,KAl3(SO4)2(OH)6
30.92,100,27.95,100,21.76,90,Sogdianite,"(K,Na)2(Li,Fe+++,Al)3ZrSi12O30"
30.92,100,26.59,60,21.29,60,Raguinite,TlFeS2
30.92,100,25.80,90,32.53,80,Miargyrite,AgSbS2
30.92,100,22.26,100,12.20,80,Stokesite,CaSnSi3O9•2(H2O)
30.92,100,19.98,80,24.50,70,Getchellite,AsSbS3
30.92,100,39.86,70,64.18,70,Mongshanite,"(Mg,Cr,Fe++)2(Ti,Zr)5O12"
30.92,100,52.81,90,57.99,90,Kettnerite,CaBi(CO3)OF
30.92,100,34.06,90,46.71,90,Padmaite,PdBiSe
30.92,100,28.15,70,32.17,70,Apatite-(SrOH),"(Sr,Ca)5(PO4)3(F,OH)"
30.92,100,21.29,60,26.59,60,Raguinite,TlFeS2
30.91,100,12.20,100,24.83,100,Schneiderhohnite,Fe++Fe+++3As+++5O13
30.91,100,24.83,100,12.20,100,Schneiderhohnite,Fe++Fe+++3As+++5O13
30.91,100,23.68,70,32.23,50,Thorikosite,"Pb3(Sb+++,As+++)O3(OH)Cl2"
30.89,100,34.47,80,33.38,80,Mukhinite,Ca2Al2V+++(SiO4)3(OH)
30.89,100,50.55,100,23.99,60,Nordenskioldine,CaSnB2O6
30.89,100,33.38,80,34.47,80,Mukhinite,Ca2Al2V+++(SiO4)3(OH)
30.87,100,32.88,90,21.11,80,Vasilyevite,(Hg2)++10O6I3Cl(CO3)
30.87,100,28.47,90,32.88,80,Vasilyevite,(Hg2)++10O6I3Cl(CO3)
30.87,100,25.96,90,45.76,75,Senaite,"Pb(Ti,Fe,Mn)21O38"
30.86,100,34.25,53,25.38,41,Manganiandrosite-(La),"(Mn,Ca)(La,Ce,Ca,Nd)AlMn+++Mn++(SiO4)(Si2O7)O(OH)"
30.86,100,33.01,90,12.49,80,Rouvilleite,Na3Ca2(CO3)3F
30.86,100,31.96,70,31.70,70,Johnbaumite,Ca5(AsO4)3(OH)
30.86,100,30.68,95,23.47,80,Pumpellyite-(Al),"Ca2(Al,Fe++,Mg)Al2(SiO4)(Si2O7)(OH,O)2•H2O"
30.86,100,30.07,100,32.47,70,Scandiobabingtonite,"Ca2(Fe++,Mn)ScSi5O14(OH)"
30.86,100,29.80,100,26.48,100,Gustavite,PbAgBi3S6 (?)
30.86,100,26.03,72,31.36,60,Davidite-(La),"(La,Ce,Ca)(Y,U)(Ti,Fe+++)20O38"
30.86,100,31.70,70,31.96,70,Johnbaumite,Ca5(AsO4)3(OH)
30.86,100,26.48,100,29.80,100,Gustavite,PbAgBi3S6 (?)
30.85,100,33.64,58,33.06,43,Manganiandrosite-(Ce),"(Mn++,Ca)(Ce,REE)AlMn+++Mn++(Si2O7)(SiO4)O(OH)"
30.85,100,33.27,70,30.67,50,Sobolevite,"Na11(Na,Ca)4(Mg,Mn)Ti++++4(Si4O12)(PO4)4O5F3"
30.85,100,21.27,45,33.36,42,Demicheleite-(Cl),BiSCl
30.85,100,13.26,90,18.78,80,Mammothite,Pb6Cu4AlSb+++++O2(SO4)2Cl4(OH)16
30.84,100,30.98,100,24.78,87,Belovite-(La),"(Sr,La,Ce,Ca)5(PO4)3(F,OH)"
30.83,100,29.48,68,34.29,26,Grenmarite,"(Zr,Mn)2(Zr,Ti)(Mn,Na)(Na,Ca)4(Si2O7)2(O,F)4"
30.82,100,50.31,6,41.01,6,Ankerite,"Ca(Fe++,Mg,Mn)(CO3)2"
30.82,100,41.01,6,50.31,6,Ankerite,"Ca(Fe++,Mg,Mn)(CO3)2"
30.81,100,33.93,70,54.23,70,Shcherbakovite,KKNaTi2O(OH)[Si4O12]
30.81,100,23.45,50,32.65,50,Pumpellyite-(Mg),Ca2MgAl2(SiO4)(Si2O7)(OH)2•(H2O)
30.81,100,8.72,100,30.17,100,Rudenkoite,"Sr3Al3[(Si,Al)4O10](OH,O)8Cl2•H2O"
30.81,100,31.25,100,32.65,100,Kentrolite,Pb2Mn+++2Si2O9
30.81,100,83.93,50,64.18,40,Allendeite,Sc4Zr3O12
30.81,100,54.23,70,33.93,70,Shcherbakovite,KKNaTi2O(OH)[Si4O12]
30.81,100,36.34,85,28.23,71,Lacroixite,NaAl(PO4)F
30.81,100,33.13,80,31.33,70,Gatehouseite,Mn++5(PO4)2(OH)4
30.81,100,32.65,50,23.45,50,Pumpellyite-(Mg),Ca2MgAl2(SiO4)(Si2O7)(OH)2•(H2O)
30.81,100,32.05,48,33.15,26,Clinozoisite-(Sr),CaSrAl3(Si2O7)(SiO4)O(OH)
30.81,100,30.70,100,23.45,90,Pumpellyite-(Fe+++),"Ca2Fe+++Al2(SiO4)(Si2O7)(OH,O)2•(H2O)"
30.81,100,30.17,100,8.72,100,Rudenkoite,"Sr3Al3[(Si,Al)4O10](OH,O)8Cl2•H2O"
30.81,100,29.55,100,27.77,80,Pigeonite,"(Mg,Fe++,Ca)(Mg,Fe++)Si2O6"
30.81,100,28.04,70,31.36,16,Polyhalite,K2Ca2Mg(SO4)4•2(H2O)
30.81,100,28.04,60,51.25,30,Leightonite,K2Ca2Cu(SO4)4•2(H2O)
30.81,100,18.87,50,83.93,40,Allendeite,Sc4Zr3O12
30.81,100,13.89,90,20.09,80,Aegirine,NaFe+++Si2O6
30.81,100,33.41,100,33.28,70,Epidote,"Ca2(Fe+++,Al)3(SiO4)3(OH) = Ca2(Fe,Al)Al2(SiO4)(Si2O7)O(OH)"
30.80,100,43.60,65,44.69,51,Zlatogorite,CuNiSb2
30.80,100,33.25,60,34.32,50,Allanite-(La),"Ca(REE,Ca)Al2(Fe++,Fe+++)(SiO4)(Si2O7)O(OH)"
30.80,100,28.95,40,29.15,20,Pectolite,NaCa2Si3O8(OH)
30.79,100,50.11,33,53.82,21,Ashoverite,Zn(OH)2
30.79,100,44.35,60,59.60,50,Borovskite,Pd3SbTe4
30.79,100,32.34,100,28.18,60,Damaraite,Pb3O2(OH)Cl
30.77,100,22.21,50,34.49,50,Piemontite,"Ca2(Al,Mn,Fe)3(SiO4)3(OH) = Ca2(Mn,Fe)Al2(SiO4)(Si2O7)O(OH)"
30.77,100,34.49,50,22.21,50,Piemontite,"Ca2(Al,Mn,Fe)3(SiO4)3(OH) = Ca2(Mn,Fe)Al2(SiO4)(Si2O7)O(OH)"
30.77,100,29.75,71,30.96,53,Arcanite,K2SO4
30.77,100,5.62,100,27.16,75,Chiavennite,CaMnBe2Si5O13(OH)2•2(H2O)
30.75,100,25.27,80,41.01,80,Raadeite,Mg7(PO4)2(OH)8
30.75,100,41.01,80,25.27,80,Raadeite,Mg7(PO4)2(OH)8
30.74,100,29.85,77,7.19,60,Ottensite,Na3(Sb2O3)3(SbS3)•3H2O
30.73,100,31.63,90,25.96,60,Turneaureite,"Ca5[(As,P)O4]3Cl"
30.73,100,26.02,100,24.35,80,Pollucite,"(Cs,Na)2Al2Si4O12•(H2O)"
30.72,100,34.47,80,48.71,60,Kochite,"Na2(Na,Ca)4Ca4(Mn,Ca)2Zr2Ti2(Si2O7)4(O,F)4F4"
30.72,100,48.71,80,29.47,60,Kochite,"Na2(Na,Ca)4Ca4(Mn,Ca)2Zr2Ti2(Si2O7)4(O,F)4F4"
30.71,100,51.47,88,21.03,68,Demicheleite-(Br),BiSBr
30.70,100,41.78,50,26.27,50,Batisite,BaNaNaTi2O2[Si4O12]
30.70,100,34.47,50,25.50,50,Epidote-(Pb),"(Ca,Pb,Sr)2(Al,Fe+++)3(SiO4)(Si2O7)O(OH)"
30.70,100,34.06,80,32.78,70,Khristovite-(Ce),"(Ca,REE)(Ce,REE)(Mg,Fe,Cr,Ti,V,Al)Mn++Al(SiO4)(Si2O7)(OH)(F,O)"
30.70,100,32.53,60,23.45,60,Pumpellyite-(Fe++),"Ca2Fe++(Al,Fe+++)2(SiO4)(Si2O7)(OH)2•(H2O)"
30.70,100,31.70,90,31.47,90,Svabite,Ca5(AsO4)3F
30.70,100,31.14,80,20.07,80,Bartelkeite,PbFe++Ge3O8
30.70,100,29.86,80,29.06,30,Aeschynite-(Y),"(Y,Ca,Fe)(Ti,Nb)2(O,OH)6"
30.70,100,27.77,50,18.28,50,Yoshimuraite,"(Ba,Sr)2(Mn,Fe)2(Ti,Fe)(Si2O7)2(PO4,SO4)(OH)"
30.70,100,26.67,70,34.47,55,Schuetteite,Hg3(SO4)O2
30.70,100,25.96,95,25.88,95,Vanthoffite,Na6Mg(SO4)4
30.70,100,20.07,75,23.84,60,Muirite,"Ba10Ca2Mn++TiSi10O30(OH,Cl,F)10"
30.70,100,19.24,90,29.76,80,Ferrosilite,"(Fe++,Mg)2Si2O6"
30.70,100,17.10,80,38.78,70,Chiolite,Na5Al3F14
30.70,100,35.45,100,23.84,80,Thalcusite,TlCu3FeS4
30.70,100,34.20,100,22.90,60,Kleinite,"Hg2N(Cl,SO4)•n(H2O)"
30.70,100,31.25,100,34.33,80,Vysotskite,"(Pd,Ni)S"
30.70,100,30.81,100,23.45,90,Pumpellyite-(Fe+++),"Ca2Fe+++Al2(SiO4)(Si2O7)(OH,O)2•(H2O)"
30.70,100,26.27,50,41.78,50,Batisite,BaNaNaTi2O2[Si4O12]
30.70,100,25.50,50,34.47,50,Epidote-(Pb),"(Ca,Pb,Sr)2(Al,Fe+++)3(SiO4)(Si2O7)O(OH)"
30.70,100,23.45,60,32.53,60,Pumpellyite-(Fe++),"Ca2Fe++(Al,Fe+++)2(SiO4)(Si2O7)(OH)2•(H2O)"
30.70,100,31.47,90,31.70,90,Svabite,Ca5(AsO4)3F
30.70,100,20.07,80,31.14,80,Bartelkeite,PbFe++Ge3O8
30.70,100,18.28,50,27.77,50,Yoshimuraite,"(Ba,Sr)2(Mn,Fe)2(Ti,Fe)(Si2O7)2(PO4,SO4)(OH)"
30.70,100,25.88,95,25.96,95,Vanthoffite,Na6Mg(SO4)4
30.70,100,25.88,100,31.70,100,Franckeite,"(Pb,Sn)6Fe++Sn2Sb2S14"
30.69,100,27.11,90,30.22,90,Symesite,Pb10(SO4)O7Cl4•(H2O)
30.69,100,30.22,90,27.11,90,Symesite,Pb10(SO4)O7Cl4•(H2O)
30.69,100,17.90,88,24.74,79,Hydroxylbastnasite-(Nd),Nd(CO3)(OH)
30.69,100,33.60,100,59.18,73,IMA2009-010,[Ba6(PO4)2(CO3)][Fe++7(OH)4Fe+++2O2(SiO3)8]
30.68,100,41.24,90,46.31,70,Temagamite,Pd3HgTe3
30.68,100,31.57,90,34.90,80,Taikanite,"(Ba,Sr)2Mn+++2Si4O12"
30.68,100,20.83,90,23.39,70,Picotpaulite,TlFe2S3
30.67,100,25.14,100,23.60,90,Neustadtelite,"Bi2Fe+++(Fe+++,Co)(O,OH)2(OH)2(AsO4)2"
30.66,100,33.84,58,52.81,46,Aluminocerite-(Ce),"(Ce,REE,Ca)9(Al,Fe+++)(SiO4)3[SiO3(OH)]4(OH)3"
30.66,100,32.75,100,16.03,80,Melanotekite,Pb2Fe+++2Si2O9
30.64,100,47.97,75,32.46,61,Takedaite,Ca3(BO3)2
30.64,100,33.04,70,31.34,30,Dollaseite-(Ce),"CaCeMg2AlSi3O11(OH,F)2"
30.64,100,32.02,90,44.90,74,Tin,Sn
30.64,100,21.12,40,15.08,31,Fluorcanasite,K3Na3Ca5Si12O30F4•H2O
30.64,100,19.89,90,33.95,80,Mckelveyite-(Y),"NaCa(Ba,Sr)3(Y,REE)(CO3)6•3(H2O)"
30.64,100,18.87,54,21.08,40,Frankamenite,"K3Na3Ca5(Si12O30)[F,(OH)]4•(H2O)"
30.63,100,30.42,50,25.48,50,Piemontite-(Sr),"(Ca,Mn++)(Sr,Ca)Mn+++(Al,Mn+++,Fe+++)2(SiO4)(Si2O7)O(OH)"
30.63,77,23.78,41,24.63,23,Krasnoselskite,CoWO4
30.63,100,7.12,80,29.76,74,Cetineite,"(K,Na)3+x(Sb2O3)3(Sb2S3)(OH)x•(2.8-x)(H2O)"
30.63,100,25.48,50,30.42,50,Piemontite-(Sr),"(Ca,Mn++)(Sr,Ca)Mn+++(Al,Mn+++,Fe+++)2(SiO4)(Si2O7)O(OH)"
30.63,100,32.79,100,26.03,55,Parwelite,"(Mn,Mg)5Sb(As,Si)2O12"
30.62,100,30.21,80,21.86,70,Novgorodovaite,Ca2(C2O4)Cl2•2(H2O)
30.62,100,21.86,80,20.53,70,Novgorodovaite,Ca2(C2O4)Cl2•2(H2O)
30.61,100,26.11,85,30.17,85,Sorensenite,Na4SnBe2Si6O18•2(H2O)
30.61,100,30.17,85,26.11,85,Sorensenite,Na4SnBe2Si6O18•2(H2O)
30.60,100,33.68,81,14.09,69,IMA2008-032,CuCl2•2NH3
30.60,100,17.59,90,15.76,90,Duranusite,As4S
30.60,100,15.76,90,17.59,90,Duranusite,As4S
30.59,100,24.78,90,43.25,90,Hydroxylbastnasite-(Ce),Ce(CO3)(OH)
30.59,100,27.68,90,31.47,90,Kurgantaite,CaSr[B5O9]Cl•(H2O)
30.59,100,25.50,100,29.96,100,Tvalchrelidzeite,Hg3SbAsS3
30.59,100,40.41,50,27.00,50,Biraite-(Ce),Ce2Fe++(CO3)(Si2O7)
30.59,100,18.63,90,26.75,90,Hillebrandite,Ca6Si3O9(OH)6
30.59,100,23.90,100,25.35,100,Neyite,AgCu3Pb12.5Bi13S34
30.59,100,40.41,50,33.80,50,Biraite-(Ce),Ce2Fe++(CO3)(Si2O7)
