Created as New Dataset,Sample 035 By whitece Date Monday, June 29 2020
cm-1,%T
1682.50,90.13
1682.00,90.04
1681.50,90.00
1681.00,89.98
1680.50,89.96
1680.00,89.92
1679.50,89.88
1679.00,89.84
1678.50,89.82
1678.00,89.80
1677.50,89.79
1677.00,89.83
1676.50,89.92
1676.00,90.00
1675.50,90.01
1675.00,89.92
1674.50,89.78
1674.00,89.65
1673.50,89.59
1673.00,89.58
1672.50,89.59
1672.00,89.60
1671.50,89.60
1671.00,89.61
1670.50,89.65
1670.00,89.70
1669.50,89.70
1669.00,89.60
1668.50,89.47
1668.00,89.34
1667.50,89.27
1667.00,89.23
1666.50,89.21
1666.00,89.19
1665.50,89.17
1665.00,89.17
1664.50,89.19
1664.00,89.23
1663.50,89.28
1663.00,89.28
1662.50,89.22
1662.00,89.13
1661.50,89.05
1661.00,89.00
1660.50,88.97
1660.00,88.95
1659.50,88.93
1659.00,88.92
1658.50,88.91
1658.00,88.89
1657.50,88.87
1657.00,88.86
1656.50,88.87
1656.00,88.93
1655.50,89.05
1655.00,89.23
1654.50,89.47
1654.00,89.73
1653.50,89.89
1653.00,89.84
1652.50,89.56
1652.00,89.18
1651.50,88.88
1651.00,88.70
1650.50,88.62
1650.00,88.59
1649.50,88.61
1649.00,88.66
1648.50,88.71
1648.00,88.76
1647.50,88.82
1647.00,88.88
1646.50,88.92
1646.00,88.86
1645.50,88.72
1645.00,88.56
1644.50,88.45
1644.00,88.40
1643.50,88.37
1643.00,88.35
1642.50,88.34
1642.00,88.33
1641.50,88.32
1641.00,88.32
1640.50,88.31
1640.00,88.30
1639.50,88.30
1639.00,88.31
1638.50,88.34
1638.00,88.37
1637.50,88.44
1637.00,88.55
1636.50,88.71
1636.00,88.81
1635.50,88.78
1635.00,88.61
1634.50,88.41
1634.00,88.28
1633.50,88.21
1633.00,88.20
1632.50,88.19
1632.00,88.20
1631.50,88.20
1631.00,88.20
1630.50,88.20
1630.00,88.22
1629.50,88.25
1629.00,88.30
1628.50,88.34
1628.00,88.36
1627.50,88.35
1627.00,88.33
1626.50,88.32
1626.00,88.33
1625.50,88.37
1625.00,88.44
1624.50,88.52
1624.00,88.59
1623.50,88.60
1623.00,88.55
1622.50,88.50
1622.00,88.48
1621.50,88.50
1621.00,88.53
1620.50,88.56
1620.00,88.60
1619.50,88.64
1619.00,88.71
1618.50,88.85
1618.00,89.08
1617.50,89.33
1617.00,89.48
1616.50,89.45
1616.00,89.32
1615.50,89.21
1615.00,89.16
1614.50,89.18
1614.00,89.23
1613.50,89.29
1613.00,89.35
1612.50,89.41
1612.00,89.47
1611.50,89.54
1611.00,89.62
1610.50,89.70
1610.00,89.77
1609.50,89.83
1609.00,89.87
1608.50,89.92
1608.00,89.98
1607.50,90.05
1607.00,90.11
1606.50,90.16
1606.00,90.20
1605.50,90.25
1605.00,90.29
1604.50,90.34
1604.00,90.40
1603.50,90.45
1603.00,90.51
1602.50,90.57
1602.00,90.63
1601.50,90.68
1601.00,90.72
1600.50,90.76
1600.00,90.80
1599.50,90.85
1599.00,90.90
1598.50,90.93
1598.00,90.97
1597.50,91.01
1597.00,91.05
1596.50,91.10
1596.00,91.14
1595.50,91.18
1595.00,91.23
1594.50,91.27
1594.00,91.31
1593.50,91.34
1593.00,91.37
1592.50,91.39
1592.00,91.42
1591.50,91.46
1591.00,91.50
1590.50,91.54
1590.00,91.57
1589.50,91.61
1589.00,91.64
1588.50,91.66
1588.00,91.69
1587.50,91.72
1587.00,91.75
1586.50,91.78
1586.00,91.80
1585.50,91.82
1585.00,91.85
1584.50,91.88
1584.00,91.91
1583.50,91.94
1583.00,91.97
1582.50,91.99
1582.00,92.01
1581.50,92.03
1581.00,92.06
1580.50,92.09
1580.00,92.11
1579.50,92.14
1579.00,92.17
1578.50,92.23
1578.00,92.35
1577.50,92.56
1577.00,92.79
1576.50,92.91
1576.00,92.85
1575.50,92.66
1575.00,92.48
1574.50,92.38
1574.00,92.36
1573.50,92.38
1573.00,92.40
1572.50,92.42
1572.00,92.45
1571.50,92.52
1571.00,92.63
1570.50,92.74
1570.00,92.80
1569.50,92.78
1569.00,92.71
1568.50,92.64
1568.00,92.60
1567.50,92.58
1567.00,92.59
1566.50,92.61
1566.00,92.66
1565.50,92.70
1565.00,92.73
1564.50,92.73
1564.00,92.72
1563.50,92.72
1563.00,92.73
1562.50,92.77
1562.00,92.88
1561.50,93.11
1561.00,93.39
1560.50,93.62
1560.00,93.76
1559.50,93.81
1559.00,93.81
1558.50,93.74
1558.00,93.57
1557.50,93.33
1557.00,93.11
1556.50,92.99
1556.00,93.00
1555.50,93.11
1555.00,93.23
1554.50,93.26
1554.00,93.20
1553.50,93.09
1553.00,93.01
1552.50,92.99
1552.00,93.01
1551.50,93.05
1551.00,93.11
1550.50,93.16
1550.00,93.17
1549.50,93.14
1549.00,93.10
1548.50,93.07
1548.00,93.06
1547.50,93.07
1547.00,93.11
1546.50,93.20
1546.00,93.29
1545.50,93.35
1545.00,93.35
1544.50,93.33
1544.00,93.34
1543.50,93.43
1543.00,93.56
1542.50,93.66
1542.00,93.71
1541.50,93.74
1541.00,93.81
1540.50,93.94
1540.00,94.06
1539.50,94.05
1539.00,93.90
1538.50,93.66
1538.00,93.45
1537.50,93.31
1537.00,93.27
1536.50,93.27
1536.00,93.29
1535.50,93.35
1535.00,93.45
1534.50,93.55
1534.00,93.61
1533.50,93.58
1533.00,93.50
1532.50,93.42
1532.00,93.37
1531.50,93.34
1531.00,93.32
1530.50,93.33
1530.00,93.35
1529.50,93.40
1529.00,93.44
1528.50,93.48
1528.00,93.50
1527.50,93.50
1527.00,93.53
1526.50,93.59
1526.00,93.65
1525.50,93.66
1525.00,93.61
1524.50,93.56
1524.00,93.57
1523.50,93.64
1523.00,93.76
1522.50,93.91
1522.00,94.05
1521.50,94.10
1521.00,94.03
1520.50,93.86
1520.00,93.69
1519.50,93.58
1519.00,93.56
1518.50,93.62
1518.00,93.71
1517.50,93.76
1517.00,93.75
1516.50,93.69
1516.00,93.64
1515.50,93.60
1515.00,93.57
1514.50,93.54
1514.00,93.55
1513.50,93.60
1513.00,93.66
1512.50,93.69
1512.00,93.68
1511.50,93.65
1511.00,93.65
1510.50,93.68
1510.00,93.72
1509.50,93.77
1509.00,93.84
1508.50,93.98
1508.00,94.15
1507.50,94.32
1507.00,94.40
1506.50,94.37
1506.00,94.26
1505.50,94.08
1505.00,93.87
1504.50,93.71
1504.00,93.62
1503.50,93.60
1503.00,93.61
1502.50,93.61
1502.00,93.62
1501.50,93.62
1501.00,93.63
1500.50,93.67
1500.00,93.73
1499.50,93.79
1499.00,93.82
1498.50,93.81
1498.00,93.82
1497.50,93.89
1497.00,94.00
1496.50,94.05
1496.00,93.98
1495.50,93.84
1495.00,93.72
1494.50,93.67
1494.00,93.65
1493.50,93.66
1493.00,93.67
1492.50,93.72
1492.00,93.79
1491.50,93.87
1491.00,93.94
1490.50,93.96
1490.00,93.94
1489.50,93.89
1489.00,93.86
1488.50,93.86
1488.00,93.87
1487.50,93.86
1487.00,93.82
1486.50,93.77
1486.00,93.73
1485.50,93.71
1485.00,93.71
1484.50,93.72
1484.00,93.72
1483.50,93.73
1483.00,93.74
1482.50,93.75
1482.00,93.76
1481.50,93.77
1481.00,93.76
1480.50,93.75
1480.00,93.73
1479.50,93.73
1479.00,93.73
1478.50,93.74
1478.00,93.77
1477.50,93.83
1477.00,93.89
1476.50,93.92
1476.00,93.91
1475.50,93.88
1475.00,93.91
1474.50,93.99
1474.00,94.10
1473.50,94.18
1473.00,94.21
1472.50,94.19
1472.00,94.11
1471.50,94.00
1471.00,93.89
1470.50,93.83
1470.00,93.81
1469.50,93.81
1469.00,93.80
1468.50,93.80
1468.00,93.80
1467.50,93.81
1467.00,93.82
1466.50,93.87
1466.00,93.96
1465.50,94.04
1465.00,94.05
1464.50,94.00
1464.00,93.91
1463.50,93.85
1463.00,93.82
1462.50,93.82
1462.00,93.83
1461.50,93.85
1461.00,93.86
1460.50,93.89
1460.00,93.94
1459.50,94.01
1459.00,94.11
1458.50,94.26
1458.00,94.44
1457.50,94.60
1457.00,94.62
1456.50,94.47
1456.00,94.25
1455.50,94.06
1455.00,93.95
1454.50,93.90
1454.00,93.87
1453.50,93.86
1453.00,93.86
1452.50,93.88
1452.00,93.88
1451.50,93.87
1451.00,93.86
1450.50,93.86
1450.00,93.87
1449.50,93.90
1449.00,93.96
1448.50,93.99
1448.00,93.99
1447.50,93.95
1447.00,93.90
1446.50,93.86
1446.00,93.85
1445.50,93.84
1445.00,93.84
1444.50,93.84
1444.00,93.85
1443.50,93.85
1443.00,93.85
1442.50,93.85
1442.00,93.85
1441.50,93.86
1441.00,93.87
1440.50,93.88
1440.00,93.89
1439.50,93.89
1439.00,93.92
1438.50,93.99
1438.00,94.12
1437.50,94.27
1437.00,94.34
1436.50,94.27
1436.00,94.12
1435.50,93.98
1435.00,93.90
1434.50,93.87
1434.00,93.87
1433.50,93.87
1433.00,93.87
1432.50,93.88
1432.00,93.89
1431.50,93.91
1431.00,93.94
1430.50,93.97
1430.00,93.97
1429.50,93.94
1429.00,93.91
1428.50,93.88
1428.00,93.88
1427.50,93.87
1427.00,93.88
1426.50,93.88
1426.00,93.88
1425.50,93.89
1425.00,93.91
1424.50,93.94
1424.00,93.94
1423.50,93.92
1423.00,93.90
1422.50,93.88
1422.00,93.87
1421.50,93.89
1421.00,93.97
1420.50,94.11
1420.00,94.24
1419.50,94.27
1419.00,94.19
1418.50,94.07
1418.00,93.98
1417.50,93.94
1417.00,93.91
1416.50,93.88
1416.00,93.86
1415.50,93.85
1415.00,93.84
1414.50,93.83
1414.00,93.83
1413.50,93.83
1413.00,93.84
1412.50,93.86
1412.00,93.87
1411.50,93.87
1411.00,93.87
1410.50,93.86
1410.00,93.86
1409.50,93.85
1409.00,93.84
1408.50,93.84
1408.00,93.83
1407.50,93.83
1407.00,93.83
1406.50,93.85
1406.00,93.88
1405.50,93.91
1405.00,93.92
1404.50,93.89
1404.00,93.85
1403.50,93.82
1403.00,93.80
1402.50,93.80
1402.00,93.81
1401.50,93.83
1401.00,93.86
1400.50,93.89
1400.00,93.93
1399.50,93.95
1399.00,93.94
1398.50,93.91
1398.00,93.87
1397.50,93.85
1397.00,93.86
1396.50,93.89
1396.00,93.93
1395.50,93.98
1395.00,94.01
1394.50,93.99
1394.00,93.92
1393.50,93.85
1393.00,93.80
1392.50,93.78
1392.00,93.78
1391.50,93.78
1391.00,93.78
1390.50,93.77
1390.00,93.76
1389.50,93.77
1389.00,93.80
1388.50,93.86
1388.00,93.92
1387.50,93.93
1387.00,93.88
1386.50,93.82
1386.00,93.77
1385.50,93.75
1385.00,93.74
1384.50,93.73
1384.00,93.73
1383.50,93.73
1383.00,93.73
1382.50,93.72
1382.00,93.72
1381.50,93.71
1381.00,93.71
1380.50,93.71
1380.00,93.72
1379.50,93.72
1379.00,93.71
1378.50,93.71
1378.00,93.71
1377.50,93.70
1377.00,93.70
1376.50,93.71
1376.00,93.73
1375.50,93.75
1375.00,93.77
1374.50,93.77
1374.00,93.77
1373.50,93.75
1373.00,93.72
1372.50,93.68
1372.00,93.66
1371.50,93.64
1371.00,93.63
1370.50,93.63
1370.00,93.64
1369.50,93.65
1369.00,93.66
1368.50,93.66
1368.00,93.64
1367.50,93.63
1367.00,93.62
1366.50,93.61
1366.00,93.60
1365.50,93.61
1365.00,93.62
1364.50,93.65
1364.00,93.68
1363.50,93.69
1363.00,93.68
1362.50,93.66
1362.00,93.65
1361.50,93.64
1361.00,93.63
1360.50,93.60
1360.00,93.58
1359.50,93.56
1359.00,93.55
1358.50,93.55
1358.00,93.55
1357.50,93.55
1357.00,93.55
1356.50,93.55
1356.00,93.55
1355.50,93.54
1355.00,93.54
1354.50,93.53
1354.00,93.52
1353.50,93.52
1353.00,93.52
1352.50,93.51
1352.00,93.49
1351.50,93.48
1351.00,93.47
1350.50,93.46
1350.00,93.46
1349.50,93.46
1349.00,93.46
1348.50,93.46
1348.00,93.46
1347.50,93.45
1347.00,93.45
1346.50,93.45
1346.00,93.45
1345.50,93.44
1345.00,93.43
1344.50,93.42
1344.00,93.42
1343.50,93.42
1343.00,93.42
1342.50,93.42
1342.00,93.42
1341.50,93.42
1341.00,93.43
1340.50,93.44
1340.00,93.43
1339.50,93.42
1339.00,93.40
1338.50,93.39
1338.00,93.38
1337.50,93.38
1337.00,93.38
1336.50,93.37
1336.00,93.35
1335.50,93.34
1335.00,93.33
1334.50,93.33
1334.00,93.32
1333.50,93.32
1333.00,93.31
1332.50,93.31
1332.00,93.31
1331.50,93.31
1331.00,93.30
1330.50,93.29
1330.00,93.29
1329.50,93.29
1329.00,93.29
1328.50,93.28
1328.00,93.28
1327.50,93.28
1327.00,93.27
1326.50,93.27
1326.00,93.27
1325.50,93.27
1325.00,93.27
1324.50,93.26
1324.00,93.25
1323.50,93.24
1323.00,93.23
1322.50,93.22
1322.00,93.22
1321.50,93.22
1321.00,93.23
1320.50,93.23
1320.00,93.22
1319.50,93.22
1319.00,93.21
1318.50,93.20
1318.00,93.18
1317.50,93.17
1317.00,93.17
1316.50,93.17
1316.00,93.17
1315.50,93.17
1315.00,93.17
1314.50,93.17
1314.00,93.16
1313.50,93.16
1313.00,93.17
1312.50,93.17
1312.00,93.16
1311.50,93.14
1311.00,93.13
1310.50,93.13
1310.00,93.12
1309.50,93.12
1309.00,93.12
1308.50,93.12
1308.00,93.12
1307.50,93.12
1307.00,93.12
1306.50,93.10
1306.00,93.09
1305.50,93.07
1305.00,93.06
1304.50,93.05
1304.00,93.04
1303.50,93.03
1303.00,93.02
1302.50,93.01
1302.00,93.00
1301.50,93.00
1301.00,93.00
1300.50,93.00
1300.00,92.99
1299.50,92.98
1299.00,92.96
1298.50,92.95
1298.00,92.94
1297.50,92.94
1297.00,92.93
1296.50,92.93
1296.00,92.92
1295.50,92.90
1295.00,92.88
1294.50,92.86
1294.00,92.85
1293.50,92.83
1293.00,92.83
1292.50,92.83
1292.00,92.82
1291.50,92.81
1291.00,92.80
1290.50,92.79
1290.00,92.77
1289.50,92.75
1289.00,92.73
1288.50,92.71
1288.00,92.69
1287.50,92.67
1287.00,92.65
1286.50,92.64
1286.00,92.62
1285.50,92.61
1285.00,92.58
1284.50,92.56
1284.00,92.54
1283.50,92.53
1283.00,92.51
1282.50,92.49
1282.00,92.45
1281.50,92.41
1281.00,92.38
1280.50,92.35
1280.00,92.34
1279.50,92.32
1279.00,92.29
1278.50,92.26
1278.00,92.23
1277.50,92.20
1277.00,92.17
1276.50,92.14
1276.00,92.10
1275.50,92.06
1275.00,92.01
1274.50,91.97
1274.00,91.93
1273.50,91.89
1273.00,91.85
1272.50,91.81
1272.00,91.76
1271.50,91.72
1271.00,91.68
1270.50,91.63
1270.00,91.58
1269.50,91.52
1269.00,91.46
1268.50,91.40
1268.00,91.34
1267.50,91.28
1267.00,91.22
1266.50,91.15
1266.00,91.08
1265.50,91.02
1265.00,90.95
1264.50,90.88
1264.00,90.81
1263.50,90.72
1263.00,90.64
1262.50,90.55
1262.00,90.46
1261.50,90.37
1261.00,90.27
1260.50,90.18
1260.00,90.09
1259.50,89.99
1259.00,89.88
1258.50,89.77
1258.00,89.65
1257.50,89.53
1257.00,89.41
1256.50,89.28
1256.00,89.15
1255.50,89.02
1255.00,88.88
1254.50,88.74
1254.00,88.59
1253.50,88.42
1253.00,88.26
1252.50,88.09
1252.00,87.92
1251.50,87.75
1251.00,87.57
1250.50,87.38
1250.00,87.18
1249.50,86.99
1249.00,86.81
1248.50,86.63
1248.00,86.43
1247.50,86.22
1247.00,85.99
1246.50,85.77
1246.00,85.55
1245.50,85.34
1245.00,85.13
1244.50,84.92
1244.00,84.71
1243.50,84.48
1243.00,84.26
1242.50,84.03
1242.00,83.80
1241.50,83.58
1241.00,83.35
1240.50,83.12
1240.00,82.88
1239.50,82.65
1239.00,82.42
1238.50,82.19
1238.00,81.98
1237.50,81.76
1237.00,81.55
1236.50,81.33
1236.00,81.11
1235.50,80.89
1235.00,80.68
1234.50,80.47
1234.00,80.26
1233.50,80.05
1233.00,79.84
1232.50,79.63
1232.00,79.42
1231.50,79.22
1231.00,79.02
1230.50,78.82
1230.00,78.62
1229.50,78.42
1229.00,78.22
1228.50,78.02
1228.00,77.81
1227.50,77.61
1227.00,77.42
1226.50,77.24
1226.00,77.08
1225.50,76.91
1225.00,76.73
1224.50,76.55
1224.00,76.37
1223.50,76.19
1223.00,76.02
1222.50,75.84
1222.00,75.66
1221.50,75.48
1221.00,75.31
1220.50,75.15
1220.00,75.00
1219.50,74.85
1219.00,74.68
1218.50,74.51
1218.00,74.34
1217.50,74.18
1217.00,74.03
1216.50,73.88
1216.00,73.72
1215.50,73.57
1215.00,73.43
1214.50,73.30
1214.00,73.16
1213.50,73.03
1213.00,72.90
1212.50,72.76
1212.00,72.62
1211.50,72.48
1211.00,72.34
1210.50,72.21
1210.00,72.07
1209.50,71.94
1209.00,71.80
1208.50,71.67
1208.00,71.53
1207.50,71.40
1207.00,71.27
1206.50,71.14
1206.00,71.02
1205.50,70.90
1205.00,70.77
1204.50,70.65
1204.00,70.53
1203.50,70.42
1203.00,70.30
1202.50,70.17
1202.00,70.04
1201.50,69.91
1201.00,69.79
1200.50,69.68
1200.00,69.57
1199.50,69.46
1199.00,69.35
1198.50,69.24
1198.00,69.14
1197.50,69.03
1197.00,68.92
1196.50,68.81
1196.00,68.69
1195.50,68.57
1195.00,68.45
1194.50,68.33
1194.00,68.22
1193.50,68.12
1193.00,68.02
1192.50,67.92
1192.00,67.82
1191.50,67.71
1191.00,67.59
1190.50,67.48
1190.00,67.36
1189.50,67.26
1189.00,67.15
1188.50,67.04
1188.00,66.94
1187.50,66.83
1187.00,66.73
1186.50,66.63
1186.00,66.52
1185.50,66.42
1185.00,66.31
1184.50,66.21
1184.00,66.10
1183.50,66.00
1183.00,65.90
1182.50,65.80
1182.00,65.70
1181.50,65.61
1181.00,65.51
1180.50,65.41
1180.00,65.31
1179.50,65.20
1179.00,65.09
1178.50,64.98
1178.00,64.87
1177.50,64.77
1177.00,64.67
1176.50,64.57
1176.00,64.47
1175.50,64.38
1175.00,64.28
1174.50,64.18
1174.00,64.07
1173.50,63.97
1173.00,63.87
1172.50,63.77
1172.00,63.67
1171.50,63.57
1171.00,63.48
1170.50,63.39
1170.00,63.30
1169.50,63.21
1169.00,63.12
1168.50,63.04
1168.00,62.96
1167.50,62.88
1167.00,62.79
1166.50,62.70
1166.00,62.62
1165.50,62.55
1165.00,62.47
1164.50,62.38
1164.00,62.29
1163.50,62.21
1163.00,62.13
1162.50,62.05
1162.00,61.97
1161.50,61.89
1161.00,61.81
1160.50,61.73
1160.00,61.66
1159.50,61.59
1159.00,61.51
1158.50,61.42
1158.00,61.33
1157.50,61.25
1157.00,61.16
1156.50,61.07
1156.00,60.98
1155.50,60.89
1155.00,60.81
1154.50,60.73
1154.00,60.65
1153.50,60.55
1153.00,60.44
1152.50,60.33
1152.00,60.22
1151.50,60.12
1151.00,60.02
1150.50,59.90
1150.00,59.78
1149.50,59.66
1149.00,59.54
1148.50,59.42
1148.00,59.31
1147.50,59.20
1147.00,59.10
1146.50,59.01
1146.00,58.90
1145.50,58.78
1145.00,58.67
1144.50,58.56
1144.00,58.46
1143.50,58.37
1143.00,58.27
1142.50,58.17
1142.00,58.06
1141.50,57.96
1141.00,57.85
1140.50,57.73
1140.00,57.62
1139.50,57.52
1139.00,57.42
1138.50,57.32
1138.00,57.22
1137.50,57.11
1137.00,57.00
1136.50,56.88
1136.00,56.76
1135.50,56.64
1135.00,56.53
1134.50,56.43
1134.00,56.32
1133.50,56.22
1133.00,56.11
1132.50,56.00
1132.00,55.89
1131.50,55.77
1131.00,55.64
1130.50,55.50
1130.00,55.37
1129.50,55.24
1129.00,55.12
1128.50,55.00
1128.00,54.87
1127.50,54.75
1127.00,54.62
1126.50,54.48
1126.00,54.34
1125.50,54.21
1125.00,54.08
1124.50,53.94
1124.00,53.80
1123.50,53.63
1123.00,53.46
1122.50,53.28
1122.00,53.10
1121.50,52.93
1121.00,52.77
1120.50,52.60
1120.00,52.42
1119.50,52.23
1119.00,52.03
1118.50,51.81
1118.00,51.59
1117.50,51.36
1117.00,51.13
1116.50,50.90
1116.00,50.68
1115.50,50.44
1115.00,50.20
1114.50,49.94
1114.00,49.67
1113.50,49.39
1113.00,49.10
1112.50,48.81
1112.00,48.51
1111.50,48.21
1111.00,47.90
1110.50,47.58
1110.00,47.25
1109.50,46.91
1109.00,46.56
1108.50,46.20
1108.00,45.84
1107.50,45.48
1107.00,45.12
1106.50,44.76
1106.00,44.40
1105.50,44.03
1105.00,43.65
1104.50,43.26
1104.00,42.87
1103.50,42.49
1103.00,42.11
1102.50,41.73
1102.00,41.34
1101.50,40.96
1101.00,40.56
1100.50,40.16
1100.00,39.75
1099.50,39.36
1099.00,38.97
1098.50,38.59
1098.00,38.19
1097.50,37.80
1097.00,37.40
1096.50,37.00
1096.00,36.60
1095.50,36.21
1095.00,35.81
1094.50,35.42
1094.00,35.04
1093.50,34.67
1093.00,34.29
1092.50,33.92
1092.00,33.54
1091.50,33.18
1091.00,32.83
1090.50,32.48
1090.00,32.13
1089.50,31.79
1089.00,31.45
1088.50,31.12
1088.00,30.79
1087.50,30.45
1087.00,30.12
1086.50,29.79
1086.00,29.46
1085.50,29.14
1085.00,28.83
1084.50,28.53
1084.00,28.23
1083.50,27.94
1083.00,27.64
1082.50,27.34
1082.00,27.05
1081.50,26.77
1081.00,26.48
1080.50,26.20
1080.00,25.92
1079.50,25.64
1079.00,25.36
1078.50,25.09
1078.00,24.83
1077.50,24.57
1077.00,24.30
1076.50,24.04
1076.00,23.79
1075.50,23.54
1075.00,23.30
1074.50,23.08
1074.00,22.86
1073.50,22.65
1073.00,22.44
1072.50,22.23
1072.00,22.02
1071.50,21.82
1071.00,21.61
1070.50,21.42
1070.00,21.23
1069.50,21.04
1069.00,20.87
1068.50,20.70
1068.00,20.54
1067.50,20.39
1067.00,20.25
1066.50,20.11
1066.00,19.95
1065.50,19.79
1065.00,19.64
1064.50,19.51
1064.00,19.39
1063.50,19.27
1063.00,19.16
1062.50,19.04
1062.00,18.91
1061.50,18.79
1061.00,18.69
1060.50,18.59
1060.00,18.49
1059.50,18.39
1059.00,18.29
1058.50,18.20
1058.00,18.12
1057.50,18.05
1057.00,17.99
1056.50,17.93
1056.00,17.85
1055.50,17.76
1055.00,17.66
1054.50,17.57
1054.00,17.51
1053.50,17.45
1053.00,17.41
1052.50,17.37
1052.00,17.35
1051.50,17.33
1051.00,17.31
1050.50,17.29
1050.00,17.28
1049.50,17.28
1049.00,17.29
1048.50,17.30
1048.00,17.32
1047.50,17.35
1047.00,17.38
1046.50,17.42
1046.00,17.47
1045.50,17.52
1045.00,17.58
1044.50,17.64
1044.00,17.71
1043.50,17.79
1043.00,17.89
1042.50,18.00
1042.00,18.12
1041.50,18.25
1041.00,18.37
1040.50,18.51
1040.00,18.66
1039.50,18.83
1039.00,19.01
1038.50,19.19
1038.00,19.38
1037.50,19.58
1037.00,19.79
1036.50,20.01
1036.00,20.23
1035.50,20.48
1035.00,20.73
1034.50,21.00
1034.00,21.29
1033.50,21.58
1033.00,21.87
1032.50,22.18
1032.00,22.50
1031.50,22.84
1031.00,23.18
1030.50,23.54
1030.00,23.90
1029.50,24.28
1029.00,24.67
1028.50,25.07
1028.00,25.47
1027.50,25.87
1027.00,26.29
1026.50,26.72
1026.00,27.16
1025.50,27.60
1025.00,28.06
1024.50,28.53
1024.00,29.01
1023.50,29.51
1023.00,30.01
1022.50,30.51
1022.00,31.00
1021.50,31.50
1021.00,32.01
1020.50,32.52
1020.00,33.05
1019.50,33.58
1019.00,34.11
1018.50,34.64
1018.00,35.18
1017.50,35.72
1017.00,36.26
1016.50,36.82
1016.00,37.37
1015.50,37.92
1015.00,38.46
1014.50,38.99
1014.00,39.52
1013.50,40.06
1013.00,40.60
1012.50,41.13
1012.00,41.67
1011.50,42.20
1011.00,42.73
1010.50,43.26
1010.00,43.79
1009.50,44.32
1009.00,44.85
1008.50,45.36
1008.00,45.85
1007.50,46.34
1007.00,46.83
1006.50,47.33
1006.00,47.81
1005.50,48.29
1005.00,48.77
1004.50,49.24
1004.00,49.70
1003.50,50.16
1003.00,50.59
1002.50,51.02
1002.00,51.43
1001.50,51.85
1001.00,52.25
1000.50,52.65
1000.00,53.03
999.50,53.42
999.00,53.79
998.50,54.15
998.00,54.50
997.50,54.82
997.00,55.12
996.50,55.41
996.00,55.69
995.50,55.95
995.00,56.19
994.50,56.42
994.00,56.63
993.50,56.82
993.00,57.00
992.50,57.15
992.00,57.29
991.50,57.42
991.00,57.54
990.50,57.65
990.00,57.76
989.50,57.85
989.00,57.93
988.50,58.00
988.00,58.07
987.50,58.14
987.00,58.19
986.50,58.23
986.00,58.26
985.50,58.29
985.00,58.31
984.50,58.32
984.00,58.33
983.50,58.32
983.00,58.28
982.50,58.23
982.00,58.15
981.50,58.07
981.00,57.98
980.50,57.89
980.00,57.80
979.50,57.69
979.00,57.59
978.50,57.48
978.00,57.36
977.50,57.25
977.00,57.12
976.50,56.99
976.00,56.85
975.50,56.72
975.00,56.59
974.50,56.44
974.00,56.29
973.50,56.14
973.00,55.99
972.50,55.84
972.00,55.69
971.50,55.55
971.00,55.40
970.50,55.27
970.00,55.13
969.50,54.98
969.00,54.84
968.50,54.70
968.00,54.56
967.50,54.42
967.00,54.29
966.50,54.15
966.00,54.02
965.50,53.88
965.00,53.75
964.50,53.61
964.00,53.48
963.50,53.35
963.00,53.22
962.50,53.09
962.00,52.96
961.50,52.83
961.00,52.70
960.50,52.57
960.00,52.46
959.50,52.35
959.00,52.24
958.50,52.12
958.00,52.00
957.50,51.88
957.00,51.76
956.50,51.65
956.00,51.54
955.50,51.43
955.00,51.34
954.50,51.24
954.00,51.15
953.50,51.06
953.00,50.96
952.50,50.87
952.00,50.79
951.50,50.71
951.00,50.65
950.50,50.58
950.00,50.51
949.50,50.44
949.00,50.36
948.50,50.28
948.00,50.20
947.50,50.13
947.00,50.06
946.50,50.01
946.00,49.96
945.50,49.92
945.00,49.87
944.50,49.81
944.00,49.77
943.50,49.74
943.00,49.71
942.50,49.69
942.00,49.67
941.50,49.65
941.00,49.63
940.50,49.61
940.00,49.61
939.50,49.60
939.00,49.59
938.50,49.59
938.00,49.59
937.50,49.59
937.00,49.60
936.50,49.60
936.00,49.62
935.50,49.64
935.00,49.66
934.50,49.67
934.00,49.68
933.50,49.70
933.00,49.73
932.50,49.76
932.00,49.80
931.50,49.85
931.00,49.90
930.50,49.95
930.00,50.01
929.50,50.08
929.00,50.14
928.50,50.20
928.00,50.25
927.50,50.30
927.00,50.38
926.50,50.46
926.00,50.54
925.50,50.61
925.00,50.69
924.50,50.78
924.00,50.87
923.50,50.96
923.00,51.07
922.50,51.19
922.00,51.29
921.50,51.38
921.00,51.45
920.50,51.53
920.00,51.62
919.50,51.71
919.00,51.81
918.50,51.92
918.00,52.02
917.50,52.13
917.00,52.23
916.50,52.33
916.00,52.44
915.50,52.56
915.00,52.66
914.50,52.76
914.00,52.85
913.50,52.94
913.00,53.04
912.50,53.14
912.00,53.26
911.50,53.37
911.00,53.48
910.50,53.58
910.00,53.68
909.50,53.77
909.00,53.87
908.50,53.96
908.00,54.05
907.50,54.15
907.00,54.25
906.50,54.36
906.00,54.45
905.50,54.54
905.00,54.63
904.50,54.72
904.00,54.82
903.50,54.92
903.00,55.01
902.50,55.10
902.00,55.18
901.50,55.26
901.00,55.35
900.50,55.43
900.00,55.51
899.50,55.58
899.00,55.67
898.50,55.76
898.00,55.86
897.50,55.96
897.00,56.06
896.50,56.14
896.00,56.22
